age,education,occupation,marital_status,spending_score,credit_score,work_experience,loan_status,income
25,Bachelor,Teacher,Married,46,383,9,Large Loan,173462
24,PhD,Artist,Divorced,96,416,10,No Loan,115956
47,High School,Artist,Divorced,72,833,10,Large Loan,62879
60,Master,Artist,Single,76,518,34,Large Loan,114369
24,High School,Engineer,Widowed,74,401,18,Large Loan,57492
37,PhD,Doctor,Divorced,14,755,23,Large Loan,175743
45,Bachelor,Manager,Divorced,73,825,0,Large Loan,151383
39,Master,Manager,Widowed,94,565,11,Large Loan,145128
60,High School,Lawyer,Divorced,69,586,13,Large Loan,126165
46,High School,Doctor,Married,65,440,2,Large Loan,74790
31,PhD,Manager,Divorced,65,705,31,Large Loan,99220
26,Master,Lawyer,Married,57,592,15,No Loan,52574
22,Bachelor,Lawyer,Single,62,330,37,Large Loan,96261
29,PhD,Artist,Single,20,470,9,Large Loan,167921
53,Master,Teacher,Married,75,654,16,Small Loan,145283
44,High School,Artist,Married,26,504,39,Small Loan,187243
54,PhD,Engineer,Widowed,44,777,3,Small Loan,124789
35,High School,Manager,Married,67,590,14,Large Loan,188723
21,High School,Lawyer,Married,70,410,32,No Loan,162653
43,PhD,Teacher,Divorced,62,367,38,No Loan,161293
29,PhD,Manager,Widowed,45,672,9,Small Loan,148438
57,PhD,Lawyer,Married,11,495,6,Small Loan,77900
41,PhD,Lawyer,Married,72,425,32,Large Loan,116081
45,PhD,Artist,Married,93,561,16,No Loan,161104
62,High School,Teacher,Divorced,74,454,11,No Loan,195266
58,Bachelor,Teacher,Divorced,34,407,16,Small Loan,61777
46,Bachelor,Manager,Divorced,88,722,15,No Loan,177779
48,PhD,Lawyer,Single,46,334,13,Small Loan,147965
57,High School,Teacher,Divorced,81,343,2,Small Loan,186692
39,Bachelor,Teacher,Married,32,715,29,Large Loan,152852
46,Bachelor,Manager,Divorced,75,584,34,Small Loan,191968
60,Bachelor,Artist,Divorced,98,746,25,Large Loan,62069
39,High School,Doctor,Widowed,88,817,11,No Loan,152766
63,PhD,Engineer,Married,5,326,30,No Loan,156005
38,PhD,Doctor,Divorced,63,526,16,Small Loan,135549
39,PhD,Teacher,Single,29,724,36,Small Loan,145097
54,Master,Lawyer,Widowed,48,667,7,Large Loan,107866
21,Master,Engineer,Divorced,98,609,18,Large Loan,84337
49,Master,Engineer,Widowed,16,404,25,No Loan,93976
53,High School,Lawyer,Widowed,25,317,3,No Loan,26545
41,Bachelor,Engineer,Single,72,504,14,Small Loan,155867
22,Bachelor,Lawyer,Single,29,342,13,Small Loan,77659
25,High School,Engineer,Single,52,388,29,Large Loan,187552
34,High School,Manager,Married,46,456,23,Small Loan,57797
46,PhD,Manager,Widowed,25,565,33,Large Loan,121480
29,PhD,Doctor,Divorced,23,433,18,No Loan,184408
28,Master,Engineer,Single,34,763,2,No Loan,126983
52,Master,Artist,Single,67,431,3,Small Loan,82872
51,High School,Lawyer,Widowed,94,333,10,Large Loan,90661
25,Master,Engineer,Widowed,34,382,12,Small Loan,62676
60,Bachelor,Manager,Widowed,32,431,17,Small Loan,184504
55,High School,Manager,Divorced,29,727,18,Large Loan,162714
21,High School,Lawyer,Married,9,503,32,Small Loan,197685
48,Bachelor,Artist,Married,66,635,37,Large Loan,122651
23,PhD,Engineer,Single,57,796,2,Large Loan,152113
20,PhD,Engineer,Married,39,741,34,Small Loan,115061
38,Bachelor,Artist,Divorced,7,557,0,Large Loan,132236
45,Bachelor,Artist,Married,69,591,34,No Loan,196793
44,Master,Artist,Divorced,8,424,35,No Loan,180938
29,High School,Manager,Single,96,474,37,No Loan,101719
34,Master,Lawyer,Widowed,18,791,38,No Loan,101305
41,Bachelor,Artist,Divorced,82,379,24,Small Loan,167003
40,Master,Lawyer,Widowed,49,604,39,No Loan,174149
41,Bachelor,Doctor,Single,16,809,12,No Loan,50895
55,Master,Engineer,Divorced,21,643,3,No Loan,77814
53,Master,Engineer,Divorced,10,390,5,No Loan,122272
49,PhD,Teacher,Married,4,468,10,Small Loan,105290
44,Bachelor,Doctor,Divorced,44,633,0,No Loan,73793
64,Master,Artist,Single,8,535,7,Large Loan,106754
47,High School,Artist,Widowed,55,698,33,Large Loan,69189
20,Master,Manager,Divorced,19,776,39,Small Loan,79346
64,Master,Doctor,Single,64,834,8,Small Loan,26395
23,High School,Artist,Single,40,387,35,Small Loan,28961
26,Bachelor,Teacher,Divorced,51,552,38,No Loan,60382
28,PhD,Lawyer,Married,9,657,36,Small Loan,113790
55,PhD,Engineer,Divorced,30,357,20,No Loan,42928
38,PhD,Doctor,Divorced,56,698,19,Small Loan,37093
20,High School,Engineer,Married,81,820,37,Large Loan,116892
29,Master,Lawyer,Single,44,824,0,Large Loan,164058
55,Bachelor,Doctor,Divorced,59,716,34,No Loan,51726
28,Master,Lawyer,Married,15,692,27,Small Loan,103196
64,PhD,Artist,Widowed,68,521,6,Large Loan,97570
61,Master,Artist,Widowed,70,628,8,No Loan,89619
51,High School,Artist,Married,61,671,0,Large Loan,169652
51,High School,Lawyer,Single,80,810,35,Small Loan,133464
25,Bachelor,Lawyer,Married,90,452,33,No Loan,157276
57,Bachelor,Lawyer,Single,23,779,33,Large Loan,49331
36,PhD,Engineer,Widowed,77,319,16,Small Loan,159655
29,Bachelor,Lawyer,Divorced,47,527,31,No Loan,69099
46,Master,Artist,Married,17,645,1,Large Loan,151854
54,High School,Teacher,Widowed,57,318,35,Large Loan,32539
40,High School,Lawyer,Divorced,54,743,24,No Loan,69379
44,High School,Teacher,Widowed,91,667,25,Small Loan,81292
47,Bachelor,Artist,Married,52,446,25,No Loan,149612
34,High School,Lawyer,Married,22,803,20,Large Loan,164295
23,High School,Engineer,Divorced,83,729,17,Large Loan,100696
48,High School,Engineer,Married,39,739,28,Large Loan,187411
28,PhD,Teacher,Widowed,99,497,23,Small Loan,89590
46,PhD,Manager,Divorced,13,586,27,Large Loan,36522
45,Bachelor,Engineer,Divorced,78,668,11,Large Loan,126872
38,High School,Engineer,Widowed,95,539,10,No Loan,53014
47,Bachelor,Engineer,Single,66,586,26,Large Loan,147894
36,High School,Artist,Divorced,52,694,22,No Loan,69082
62,High School,Engineer,Single,14,817,32,Large Loan,77945
60,High School,Doctor,Widowed,73,359,15,No Loan,152444
61,Bachelor,Lawyer,Widowed,74,844,27,No Loan,98492
39,Bachelor,Engineer,Divorced,63,602,27,No Loan,163457
64,High School,Manager,Married,71,543,37,No Loan,89552
59,Master,Manager,Divorced,28,506,5,Small Loan,190634
58,Bachelor,Engineer,Married,89,674,28,Large Loan,91944
42,PhD,Engineer,Single,46,582,33,Small Loan,156988
51,Bachelor,Doctor,Married,28,777,2,Large Loan,90226
52,High School,Engineer,Divorced,2,321,5,No Loan,78583
24,Master,Engineer,Married,17,648,37,Large Loan,133180
62,High School,Lawyer,Widowed,59,788,12,No Loan,96882
53,PhD,Manager,Single,52,557,35,Large Loan,139173
59,Bachelor,Doctor,Widowed,4,346,14,No Loan,192006
30,Bachelor,Manager,Widowed,77,326,5,Large Loan,41448
22,High School,Doctor,Widowed,82,326,32,Large Loan,192490
52,High School,Manager,Widowed,3,696,11,Large Loan,39715
30,PhD,Engineer,Married,37,444,12,No Loan,190855
35,Master,Manager,Widowed,97,821,32,Large Loan,50897
37,PhD,Manager,Married,24,420,27,No Loan,127328
49,Master,Doctor,Widowed,72,761,35,Small Loan,178770
29,Bachelor,Teacher,Divorced,35,681,4,Large Loan,66572
37,Master,Doctor,Widowed,2,717,24,No Loan,164915
57,Master,Doctor,Divorced,33,626,16,No Loan,56551
38,Bachelor,Doctor,Married,76,690,36,No Loan,124691
55,Bachelor,Artist,Single,86,596,18,Small Loan,52442
32,Bachelor,Artist,Married,77,383,34,No Loan,182768
22,PhD,Artist,Single,10,445,33,Small Loan,112099
29,Bachelor,Doctor,Single,81,470,5,Small Loan,113399
57,High School,Teacher,Widowed,62,633,18,No Loan,29763
20,Bachelor,Doctor,Single,43,723,0,Large Loan,52771
46,Bachelor,Engineer,Married,69,608,6,Small Loan,122734
27,Bachelor,Teacher,Widowed,59,825,33,No Loan,111029
61,Master,Artist,Single,9,646,18,Small Loan,161607
36,PhD,Manager,Married,77,601,32,No Loan,57519
28,Bachelor,Manager,Single,60,646,25,No Loan,154050
25,PhD,Lawyer,Single,63,707,26,Small Loan,168092
62,High School,Teacher,Widowed,52,432,37,No Loan,185817
44,High School,Artist,Widowed,23,405,25,Small Loan,55906
58,Bachelor,Teacher,Married,30,470,34,No Loan,191968
47,High School,Teacher,Widowed,43,549,19,Large Loan,111786
52,PhD,Manager,Widowed,68,843,23,Large Loan,36297
56,Master,Doctor,Divorced,21,561,20,Small Loan,153996
28,Bachelor,Engineer,Divorced,43,793,25,Small Loan,79183
37,High School,Lawyer,Married,73,543,19,Small Loan,182855
40,PhD,Artist,Widowed,7,750,5,Small Loan,71791
21,PhD,Teacher,Married,16,589,2,Large Loan,55086
62,High School,Lawyer,Divorced,23,562,9,Small Loan,133818
57,PhD,Teacher,Divorced,58,613,11,No Loan,120520
59,PhD,Manager,Divorced,87,384,32,No Loan,108957
55,Bachelor,Engineer,Married,31,714,21,Small Loan,152233
62,PhD,Manager,Widowed,69,628,15,No Loan,66922
56,High School,Lawyer,Single,6,344,16,Small Loan,26243
34,Bachelor,Artist,Widowed,65,632,9,No Loan,148412
47,High School,Teacher,Married,59,764,11,No Loan,67829
37,Master,Engineer,Divorced,28,499,18,Small Loan,77282
53,High School,Manager,Single,18,500,39,Small Loan,177935
41,High School,Lawyer,Married,88,628,22,Large Loan,57337
30,Bachelor,Manager,Divorced,77,539,39,Small Loan,124957
32,PhD,Teacher,Married,97,658,9,Large Loan,180760
23,High School,Teacher,Single,10,659,9,Small Loan,32974
41,Bachelor,Artist,Divorced,7,677,9,No Loan,165563
26,Master,Engineer,Widowed,37,684,38,Large Loan,27304
62,Bachelor,Doctor,Married,96,764,29,No Loan,185072
43,Bachelor,Manager,Single,45,521,3,Small Loan,113840
23,PhD,Teacher,Widowed,86,664,0,Small Loan,36498
47,High School,Lawyer,Single,16,371,18,Small Loan,102874
34,Master,Manager,Married,88,539,4,Small Loan,149581
20,Bachelor,Artist,Single,14,803,29,Large Loan,159886
22,High School,Artist,Divorced,11,713,25,Large Loan,150710
33,High School,Teacher,Single,83,426,39,Small Loan,117755
57,Bachelor,Teacher,Married,87,786,33,No Loan,54925
20,High School,Teacher,Divorced,34,826,1,Large Loan,103045
57,Bachelor,Doctor,Single,60,547,23,No Loan,193878
57,Bachelor,Teacher,Single,13,781,13,Small Loan,38365
40,Bachelor,Manager,Divorced,39,611,12,Large Loan,192621
48,Master,Manager,Widowed,44,743,28,Large Loan,59726
24,Bachelor,Engineer,Widowed,28,582,0,Large Loan,75448
29,PhD,Lawyer,Divorced,40,301,33,No Loan,195181
47,High School,Teacher,Single,16,373,3,Small Loan,88615
40,Master,Manager,Widowed,50,363,27,Small Loan,145411
26,High School,Manager,Divorced,28,646,18,Large Loan,34224
22,Master,Manager,Married,68,623,0,Large Loan,95618
64,PhD,Doctor,Single,92,538,35,Small Loan,111242
39,Master,Lawyer,Married,60,696,12,No Loan,196141
38,Master,Artist,Single,12,636,4,Large Loan,187006
54,Master,Manager,Widowed,16,640,32,No Loan,54526
23,High School,Teacher,Married,53,578,13,No Loan,44612
24,Bachelor,Manager,Married,54,652,15,Small Loan,108395
20,High School,Lawyer,Divorced,49,762,31,Small Loan,150245
23,Bachelor,Artist,Widowed,36,761,26,No Loan,191247
31,High School,Doctor,Widowed,62,592,34,No Loan,140623
46,PhD,Engineer,Single,84,706,2,Small Loan,68927
61,PhD,Teacher,Divorced,26,461,3,Large Loan,128719
42,Master,Engineer,Divorced,56,802,6,No Loan,47073
44,PhD,Doctor,Single,90,747,12,Large Loan,150517
40,Master,Lawyer,Married,22,754,2,No Loan,111257
43,Bachelor,Lawyer,Single,73,564,16,Small Loan,162644
44,PhD,Doctor,Single,69,431,9,Large Loan,160022
64,Bachelor,Manager,Single,81,419,0,Small Loan,109578
51,High School,Doctor,Divorced,49,518,27,No Loan,35006
51,Bachelor,Teacher,Single,98,716,9,Small Loan,196325
24,High School,Artist,Single,2,804,6,Large Loan,183803
55,Bachelor,Engineer,Single,53,599,38,Small Loan,190487
61,Bachelor,Engineer,Widowed,7,408,2,Large Loan,72813
61,PhD,Lawyer,Married,77,537,6,Small Loan,151491
58,Bachelor,Manager,Married,20,592,8,Small Loan,196932
35,PhD,Lawyer,Married,94,486,39,Large Loan,47013
52,PhD,Teacher,Married,30,335,34,Large Loan,28244
40,Master,Doctor,Divorced,75,555,25,Large Loan,102428
28,Master,Engineer,Divorced,95,734,4,No Loan,66462
25,High School,Teacher,Single,67,307,12,Small Loan,178826
64,Bachelor,Lawyer,Divorced,59,477,29,Large Loan,45588
54,High School,Lawyer,Married,66,541,39,No Loan,87182
58,Bachelor,Engineer,Widowed,3,340,38,No Loan,143500
41,Master,Lawyer,Single,56,656,9,Large Loan,179710
60,Master,Manager,Single,79,412,22,Large Loan,25785
24,Bachelor,Lawyer,Married,17,465,10,Large Loan,156299
61,Bachelor,Artist,Married,52,803,11,No Loan,95483
42,Master,Doctor,Married,7,377,12,No Loan,163549
36,Master,Lawyer,Divorced,5,495,39,Small Loan,42211
31,High School,Artist,Single,98,701,15,No Loan,104430
42,Master,Teacher,Married,97,363,8,Large Loan,184459
35,Bachelor,Lawyer,Widowed,54,724,9,Small Loan,35217
22,High School,Manager,Single,61,341,28,Small Loan,36556
49,Bachelor,Teacher,Single,16,672,8,Small Loan,102104
41,PhD,Lawyer,Divorced,67,605,32,Small Loan,51914
28,High School,Engineer,Single,59,508,23,Large Loan,181776
48,Bachelor,Artist,Married,47,766,34,Small Loan,178538
56,Master,Artist,Married,48,603,10,Large Loan,176004
42,PhD,Engineer,Widowed,64,691,38,No Loan,63199
32,Bachelor,Doctor,Single,50,452,12,Large Loan,184849
51,High School,Manager,Single,85,661,22,Small Loan,175126
42,Bachelor,Artist,Divorced,41,563,24,No Loan,28339
64,PhD,Teacher,Married,72,515,15,No Loan,109709
36,High School,Manager,Widowed,22,842,20,No Loan,123118
59,PhD,Artist,Married,54,823,9,Small Loan,85534
40,Bachelor,Doctor,Single,5,493,39,Large Loan,117604
21,Master,Teacher,Single,17,326,18,Large Loan,63316
56,Master,Manager,Widowed,78,345,34,Small Loan,112022
25,Bachelor,Teacher,Single,41,357,27,Small Loan,81670
63,Bachelor,Engineer,Widowed,92,312,1,No Loan,186713
37,Bachelor,Lawyer,Widowed,95,348,29,Large Loan,86745
49,High School,Engineer,Married,81,393,39,Small Loan,44046
41,PhD,Manager,Widowed,35,750,39,Small Loan,172657
52,PhD,Lawyer,Single,40,678,4,Large Loan,32087
49,PhD,Engineer,Divorced,22,309,37,No Loan,136638
36,Bachelor,Lawyer,Divorced,48,815,14,No Loan,151041
62,PhD,Artist,Single,53,523,35,No Loan,66430
51,Bachelor,Teacher,Divorced,93,680,2,Large Loan,65711
61,High School,Lawyer,Divorced,10,840,23,Small Loan,126660
33,Master,Artist,Widowed,18,601,11,Small Loan,199388
29,Bachelor,Doctor,Divorced,99,502,7,Small Loan,68543
55,Bachelor,Engineer,Divorced,80,495,13,Small Loan,160543
53,Master,Doctor,Divorced,49,621,17,Large Loan,52122
28,Master,Manager,Married,71,717,19,No Loan,93659
61,High School,Artist,Single,30,641,22,No Loan,101869
47,PhD,Doctor,Widowed,19,688,4,No Loan,76459
30,Bachelor,Doctor,Divorced,55,308,0,No Loan,63771
33,PhD,Artist,Single,60,831,1,Small Loan,94326
58,Bachelor,Teacher,Divorced,87,448,15,Small Loan,57036
38,High School,Lawyer,Married,72,682,4,Large Loan,80087
34,Master,Manager,Married,81,828,21,No Loan,191950
47,High School,Manager,Divorced,21,311,0,Small Loan,157673
43,Master,Engineer,Divorced,26,775,11,Small Loan,167860
27,PhD,Lawyer,Divorced,28,352,18,Small Loan,177379
62,PhD,Engineer,Married,39,735,21,No Loan,183201
28,High School,Manager,Married,33,505,16,Small Loan,168784
52,Master,Lawyer,Single,40,353,12,No Loan,47303
52,High School,Doctor,Widowed,83,789,38,No Loan,71515
38,Master,Teacher,Widowed,29,643,27,Large Loan,172076
22,Master,Doctor,Married,20,468,2,Large Loan,110698
29,PhD,Teacher,Widowed,20,460,4,No Loan,118773
59,PhD,Artist,Divorced,74,826,35,No Loan,101025
61,Master,Engineer,Single,12,826,14,No Loan,145551
20,Master,Engineer,Married,97,586,16,Small Loan,107099
48,Master,Artist,Married,25,711,28,Small Loan,45349
53,PhD,Lawyer,Widowed,25,821,3,Small Loan,71059
32,PhD,Artist,Divorced,4,498,31,Large Loan,171757
20,Bachelor,Manager,Single,4,460,37,No Loan,197769
53,Master,Artist,Widowed,9,688,3,Small Loan,127023
48,Bachelor,Teacher,Married,15,773,12,Small Loan,146018
32,Master,Manager,Married,26,680,19,Large Loan,139742
48,PhD,Artist,Widowed,79,423,17,Large Loan,51009
58,Bachelor,Engineer,Divorced,90,371,36,No Loan,147686
43,Bachelor,Doctor,Single,92,467,11,No Loan,135138
45,High School,Teacher,Single,71,583,24,Small Loan,143871
36,Master,Teacher,Single,32,793,29,Small Loan,44678
26,PhD,Lawyer,Single,76,335,14,Small Loan,61623
32,High School,Doctor,Divorced,99,474,35,Small Loan,38369
24,High School,Teacher,Married,52,498,7,Small Loan,191591
45,Master,Artist,Married,32,415,27,Large Loan,124028
22,High School,Teacher,Single,9,614,21,No Loan,132749
26,Master,Teacher,Single,78,519,37,Large Loan,67256
58,High School,Teacher,Single,13,433,15,No Loan,103893
20,Master,Lawyer,Widowed,56,421,4,No Loan,116006
36,PhD,Teacher,Widowed,44,720,33,No Loan,109419
62,Master,Teacher,Married,97,791,37,Large Loan,157401
44,Master,Lawyer,Married,96,588,10,Small Loan,117586
22,Bachelor,Manager,Single,83,352,1,No Loan,154141
34,PhD,Doctor,Widowed,30,504,24,No Loan,56407
48,PhD,Manager,Divorced,16,647,24,Large Loan,144805
62,PhD,Engineer,Widowed,12,350,0,Large Loan,103074
51,High School,Lawyer,Married,74,339,30,Small Loan,174906
45,Bachelor,Lawyer,Widowed,66,549,4,Small Loan,72303
35,PhD,Teacher,Married,18,517,39,No Loan,132665
44,High School,Teacher,Single,13,478,3,Large Loan,64825
47,High School,Engineer,Divorced,93,482,4,Small Loan,102167
28,High School,Teacher,Single,24,463,4,Small Loan,68327
20,Bachelor,Artist,Single,12,676,15,Small Loan,94830
48,High School,Teacher,Divorced,60,796,17,Large Loan,67424
41,Bachelor,Teacher,Divorced,60,760,16,Large Loan,136674
35,Master,Artist,Divorced,93,773,34,Large Loan,108650
60,High School,Engineer,Married,86,336,17,Large Loan,85638
63,PhD,Artist,Single,1,618,3,Large Loan,179649
60,High School,Lawyer,Married,43,711,30,No Loan,188247
26,Master,Artist,Divorced,55,655,30,No Loan,144309
33,Master,Doctor,Married,40,528,8,Large Loan,139952
48,High School,Lawyer,Divorced,64,563,30,No Loan,138670
38,Master,Teacher,Widowed,34,786,4,Large Loan,108949
38,Bachelor,Lawyer,Divorced,34,651,35,No Loan,83587
21,Bachelor,Engineer,Single,48,741,15,No Loan,159838
60,High School,Engineer,Single,33,758,15,Small Loan,64824
64,Bachelor,Artist,Single,68,324,19,Large Loan,51056
34,Bachelor,Lawyer,Married,30,430,29,No Loan,33299
22,PhD,Teacher,Single,84,669,25,No Loan,61331
30,High School,Engineer,Divorced,90,735,30,Small Loan,199938
49,Master,Manager,Widowed,79,523,14,No Loan,152611
59,High School,Teacher,Single,71,651,37,Small Loan,163921
37,Bachelor,Manager,Married,71,784,37,No Loan,169843
21,PhD,Doctor,Widowed,29,496,19,Small Loan,54604
51,High School,Manager,Single,23,408,34,Small Loan,162107
27,High School,Engineer,Single,34,519,22,Large Loan,98495
41,Bachelor,Artist,Widowed,84,618,38,Large Loan,28196
25,Bachelor,Doctor,Single,15,381,24,No Loan,75337
31,High School,Lawyer,Married,97,836,21,Large Loan,61899
59,Bachelor,Teacher,Divorced,53,731,7,Large Loan,175531
55,Bachelor,Engineer,Divorced,17,307,8,Large Loan,118270
34,Bachelor,Doctor,Widowed,64,448,14,No Loan,101687
47,Bachelor,Doctor,Divorced,84,397,19,No Loan,192687
64,Bachelor,Engineer,Single,61,400,34,Large Loan,164866
37,PhD,Lawyer,Single,57,666,36,Large Loan,49358
21,Bachelor,Lawyer,Married,77,761,2,No Loan,58849
32,Master,Artist,Divorced,88,713,33,Large Loan,87603
64,High School,Manager,Widowed,37,558,33,Small Loan,144043
34,PhD,Lawyer,Single,7,655,35,No Loan,114582
39,PhD,Artist,Widowed,8,310,34,No Loan,33389
48,Bachelor,Manager,Single,87,715,8,Small Loan,197454
61,High School,Doctor,Single,78,549,29,Large Loan,108061
48,Master,Engineer,Married,68,849,25,Small Loan,81087
22,Bachelor,Lawyer,Divorced,21,421,11,Large Loan,156028
38,High School,Artist,Married,61,364,23,Large Loan,100781
22,Bachelor,Doctor,Divorced,74,601,18,No Loan,102895
33,Bachelor,Lawyer,Widowed,86,424,15,No Loan,122184
59,Bachelor,Teacher,Divorced,94,611,25,Large Loan,160599
23,Bachelor,Doctor,Widowed,94,490,22,Small Loan,135971
